<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
ROSN,D,20070419,000000,219.9700000
ROSN,D,20070420,000000,223.8500000
ROSN,D,20070423,000000,224.2000000
ROSN,D,20070424,000000,228.7000000
ROSN,D,20070425,000000,233.3500000
ROSN,D,20070426,000000,229.9900000
ROSN,D,20070427,000000,219.7000000
ROSN,D,20070428,000000,223.7900000
ROSN,D,20070502,000000,220.0000000
ROSN,D,20070503,000000,223.6500000
ROSN,D,20070504,000000,221.7000000
ROSN,D,20070507,000000,219.9900000
ROSN,D,20070508,000000,217.2500000
ROSN,D,20070510,000000,214.3500000
ROSN,D,20070511,000000,209.6000000
ROSN,D,20070514,000000,209.8000000
ROSN,D,20070515,000000,206.1000000
ROSN,D,20070516,000000,211.9700000
ROSN,D,20070517,000000,207.2700000
ROSN,D,20070518,000000,209.3800000
ROSN,D,20070521,000000,210.7000000
ROSN,D,20070522,000000,211.2200000
ROSN,D,20070523,000000,207.5000000
ROSN,D,20070524,000000,207.6100000
ROSN,D,20070525,000000,208.0000000
ROSN,D,20070528,000000,203.8000000
ROSN,D,20070529,000000,200.9800000
ROSN,D,20070530,000000,199.8500000
ROSN,D,20070531,000000,205.3700000
ROSN,D,20070601,000000,212.0000000
ROSN,D,20070604,000000,208.3100000
ROSN,D,20070605,000000,207.6100000
