<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
GAZP,D,20060427,000000,304.7000000
GAZP,D,20060428,000000,310.2500000
GAZP,D,20060502,000000,320.3000000
GAZP,D,20060503,000000,323.3600000
GAZP,D,20060504,000000,332.4800000
GAZP,D,20060505,000000,336.3500000
GAZP,D,20060506,000000,350.2500000
GAZP,D,20060510,000000,331.8000000
GAZP,D,20060511,000000,334.9200000
GAZP,D,20060512,000000,320.2000000
GAZP,D,20060515,000000,301.9900000
GAZP,D,20060516,000000,306.9900000
GAZP,D,20060517,000000,292.2000000
GAZP,D,20060518,000000,283.5000000
GAZP,D,20060519,000000,273.5000000
GAZP,D,20060522,000000,240.6800000
GAZP,D,20060523,000000,267.0000000
GAZP,D,20060524,000000,258.4900000
GAZP,D,20060525,000000,272.4000000
GAZP,D,20060526,000000,291.3000000
GAZP,D,20060529,000000,282.4900000
GAZP,D,20060530,000000,282.9000000
GAZP,D,20060531,000000,283.0000000
GAZP,D,20060601,000000,287.9900000
GAZP,D,20060602,000000,298.9000000
GAZP,D,20060605,000000,297.8600000
GAZP,D,20060606,000000,277.6600000
GAZP,D,20060607,000000,280.4000000
GAZP,D,20060608,000000,251.5000000
GAZP,D,20060609,000000,255.6700000
GAZP,D,20060613,000000,228.0000000
GAZP,D,20060614,000000,244.0000000
GAZP,D,20060615,000000,257.8800000
GAZP,D,20060616,000000,258.1700000
GAZP,D,20060619,000000,259.9900000
GAZP,D,20060620,000000,264.0000000
GAZP,D,20060621,000000,264.0000000
GAZP,D,20060622,000000,259.1500000
GAZP,D,20060623,000000,260.0000000
GAZP,D,20060626,000000,257.9000000
GAZP,D,20060627,000000,266.2200000
GAZP,D,20060628,000000,266.3100000
GAZP,D,20060629,000000,275.5000000
GAZP,D,20060630,000000,281.8300000
GAZP,D,20060703,000000,285.6500000
GAZP,D,20060704,000000,286.8000000
GAZP,D,20060705,000000,273.2100000
GAZP,D,20060706,000000,285.0000000
GAZP,D,20060707,000000,277.8500000
GAZP,D,20060710,000000,280.0000000
GAZP,D,20060711,000000,274.5500000
GAZP,D,20060712,000000,277.0100000
GAZP,D,20060713,000000,261.6000000
GAZP,D,20060714,000000,265.0000000
GAZP,D,20060717,000000,258.1200000
GAZP,D,20060718,000000,262.9700000
GAZP,D,20060719,000000,271.2000000
GAZP,D,20060720,000000,268.3000000
GAZP,D,20060721,000000,266.8800000
GAZP,D,20060724,000000,272.0000000
GAZP,D,20060725,000000,269.7700000
GAZP,D,20060726,000000,270.7500000
GAZP,D,20060727,000000,280.8000000
GAZP,D,20060728,000000,279.5500000
GAZP,D,20060731,000000,277.8800000
GAZP,D,20060801,000000,275.6600000
GAZP,D,20060802,000000,280.5100000
GAZP,D,20060803,000000,284.8900000
GAZP,D,20060804,000000,290.9900000
GAZP,D,20060807,000000,294.4900000
GAZP,D,20060808,000000,294.2000000
GAZP,D,20060809,000000,304.8200000
GAZP,D,20060810,000000,306.0500000
GAZP,D,20060811,000000,313.4500000
GAZP,D,20060814,000000,312.1000000
GAZP,D,20060815,000000,312.4000000
GAZP,D,20060816,000000,312.9900000
GAZP,D,20060817,000000,304.6800000
GAZP,D,20060818,000000,292.4000000
GAZP,D,20060821,000000,300.1500000
GAZP,D,20060822,000000,307.9000000
GAZP,D,20060823,000000,309.1700000
GAZP,D,20060824,000000,308.1000000
GAZP,D,20060825,000000,313.2900000
GAZP,D,20060828,000000,311.2000000
GAZP,D,20060829,000000,310.0000000
GAZP,D,20060830,000000,312.3000000
GAZP,D,20060831,000000,313.4500000
GAZP,D,20060901,000000,309.1900000
GAZP,D,20060904,000000,311.2000000
GAZP,D,20060905,000000,310.6500000
GAZP,D,20060906,000000,302.2000000
GAZP,D,20060907,000000,294.9800000
GAZP,D,20060908,000000,298.0100000
GAZP,D,20060911,000000,284.4400000
GAZP,D,20060912,000000,289.9000000
GAZP,D,20060913,000000,293.9900000
GAZP,D,20060914,000000,292.1800000
GAZP,D,20060915,000000,291.7500000
GAZP,D,20060918,000000,293.8200000
GAZP,D,20060919,000000,294.7500000
GAZP,D,20060920,000000,288.0100000
GAZP,D,20060921,000000,280.8000000
GAZP,D,20060922,000000,272.0000000
GAZP,D,20060925,000000,262.1000000
GAZP,D,20060926,000000,273.9100000
GAZP,D,20060927,000000,276.6100000
GAZP,D,20060928,000000,289.7000000
GAZP,D,20060929,000000,288.0000000
GAZP,D,20061002,000000,290.1000000
GAZP,D,20061003,000000,282.3000000
GAZP,D,20061004,000000,286.1900000
GAZP,D,20061005,000000,295.6900000
GAZP,D,20061006,000000,293.2000000
GAZP,D,20061009,000000,300.1800000
GAZP,D,20061010,000000,294.8200000
GAZP,D,20061011,000000,295.4900000
GAZP,D,20061012,000000,290.6000000
GAZP,D,20061013,000000,298.2500000
GAZP,D,20061016,000000,297.7800000
GAZP,D,20061017,000000,294.0000000
GAZP,D,20061018,000000,299.6900000
GAZP,D,20061019,000000,300.1000000
GAZP,D,20061020,000000,297.2000000
GAZP,D,20061023,000000,293.6900000
GAZP,D,20061024,000000,293.0500000
GAZP,D,20061025,000000,296.2500000
GAZP,D,20061026,000000,291.5000000
GAZP,D,20061027,000000,286.1300000
GAZP,D,20061030,000000,277.2800000
GAZP,D,20061031,000000,282.1900000
GAZP,D,20061101,000000,291.0000000
GAZP,D,20061102,000000,287.9900000
GAZP,D,20061103,000000,291.0000000
GAZP,D,20061107,000000,292.7400000
GAZP,D,20061108,000000,289.7000000
GAZP,D,20061109,000000,292.8000000
GAZP,D,20061110,000000,291.9900000
GAZP,D,20061113,000000,290.9700000
GAZP,D,20061114,000000,293.5300000
GAZP,D,20061115,000000,294.0000000
GAZP,D,20061116,000000,293.6400000
GAZP,D,20061117,000000,288.0300000
GAZP,D,20061120,000000,285.6900000
GAZP,D,20061121,000000,291.4000000
GAZP,D,20061122,000000,288.0100000
GAZP,D,20061123,000000,289.7000000
GAZP,D,20061124,000000,289.9900000
GAZP,D,20061127,000000,288.7500000
GAZP,D,20061128,000000,295.1900000
GAZP,D,20061129,000000,305.4500000
GAZP,D,20061130,000000,305.5000000
GAZP,D,20061201,000000,303.4900000
GAZP,D,20061204,000000,304.9900000
GAZP,D,20061205,000000,308.0000000
GAZP,D,20061206,000000,308.7000000
GAZP,D,20061207,000000,307.8000000
GAZP,D,20061208,000000,305.7000000
GAZP,D,20061211,000000,301.6900000
GAZP,D,20061212,000000,297.1000000
GAZP,D,20061213,000000,297.8000000
GAZP,D,20061214,000000,303.1800000
GAZP,D,20061215,000000,304.7000000
GAZP,D,20061218,000000,302.2000000
GAZP,D,20061219,000000,299.5000000
GAZP,D,20061220,000000,301.5000000
GAZP,D,20061221,000000,305.0000000
GAZP,D,20061222,000000,303.6000000
GAZP,D,20061225,000000,300.7000000
GAZP,D,20061226,000000,299.6800000
GAZP,D,20061227,000000,301.6600000
GAZP,D,20061228,000000,302.3300000
GAZP,D,20061229,000000,302.5600000
GAZP,D,20070109,000000,286.6800000
GAZP,D,20070110,000000,291.7700000
GAZP,D,20070111,000000,292.0000000
GAZP,D,20070112,000000,287.5000000
GAZP,D,20070115,000000,294.1200000
GAZP,D,20070116,000000,287.0000000
GAZP,D,20070117,000000,279.1900000
GAZP,D,20070118,000000,278.7700000
GAZP,D,20070119,000000,285.4400000
GAZP,D,20070122,000000,288.8900000
GAZP,D,20070123,000000,285.7000000
GAZP,D,20070124,000000,287.5900000
GAZP,D,20070125,000000,290.2000000
GAZP,D,20070126,000000,286.8000000
GAZP,D,20070129,000000,283.4500000
GAZP,D,20070130,000000,285.3000000
GAZP,D,20070131,000000,285.0000000
GAZP,D,20070201,000000,287.9500000
GAZP,D,20070202,000000,289.0500000
GAZP,D,20070205,000000,290.1200000
GAZP,D,20070206,000000,290.8500000
GAZP,D,20070207,000000,286.3900000
GAZP,D,20070208,000000,280.1000000
GAZP,D,20070209,000000,278.4700000
GAZP,D,20070212,000000,268.8000000
GAZP,D,20070213,000000,274.7000000
GAZP,D,20070214,000000,281.8700000
GAZP,D,20070215,000000,278.9200000
GAZP,D,20070216,000000,282.5000000
GAZP,D,20070219,000000,283.5200000
GAZP,D,20070220,000000,278.5300000
GAZP,D,20070221,000000,280.2000000
GAZP,D,20070222,000000,282.0000000
GAZP,D,20070226,000000,284.9500000
GAZP,D,20070227,000000,276.3000000
GAZP,D,20070228,000000,267.4200000
GAZP,D,20070301,000000,256.7700000
GAZP,D,20070302,000000,260.9000000
GAZP,D,20070305,000000,250.0000000
GAZP,D,20070306,000000,253.5300000
GAZP,D,20070307,000000,254.0900000
GAZP,D,20070309,000000,264.8400000
GAZP,D,20070312,000000,261.0500000
GAZP,D,20070313,000000,260.3000000
GAZP,D,20070314,000000,253.8000000
GAZP,D,20070315,000000,255.4500000
GAZP,D,20070316,000000,254.6000000
GAZP,D,20070319,000000,258.0000000
GAZP,D,20070320,000000,254.5000000
GAZP,D,20070321,000000,253.1200000
GAZP,D,20070322,000000,260.4900000
GAZP,D,20070323,000000,269.2000000
GAZP,D,20070326,000000,274.5000000
GAZP,D,20070327,000000,268.8100000
GAZP,D,20070328,000000,271.9700000
GAZP,D,20070329,000000,273.8000000
GAZP,D,20070330,000000,270.9800000
GAZP,D,20070402,000000,269.4800000
GAZP,D,20070403,000000,266.7700000
GAZP,D,20070404,000000,268.6000000
GAZP,D,20070405,000000,270.2200000
GAZP,D,20070406,000000,267.8900000
GAZP,D,20070409,000000,269.2500000
GAZP,D,20070410,000000,268.5000000
GAZP,D,20070411,000000,273.8100000
GAZP,D,20070412,000000,270.5100000
GAZP,D,20070413,000000,271.9000000
GAZP,D,20070416,000000,267.5000000
GAZP,D,20070417,000000,260.9500000
GAZP,D,20070418,000000,257.6000000
GAZP,D,20070419,000000,251.9800000
GAZP,D,20070420,000000,260.3000000
GAZP,D,20070423,000000,258.1000000
GAZP,D,20070424,000000,257.6500000
GAZP,D,20070425,000000,260.2500000
GAZP,D,20070426,000000,260.0000000
GAZP,D,20070427,000000,255.5000000
GAZP,D,20070428,000000,257.4900000
GAZP,D,20070502,000000,254.7000000
GAZP,D,20070503,000000,254.3000000
GAZP,D,20070504,000000,253.8200000
