"tradingitemid","pricingdate","priceopen","pricehigh","pricelow","pricemid","priceclose","pricebid","priceask","volume","adjustmentfactor","vwap","pacvertofeedpop"
2590360,2000-01-03 00:00:00,3.745535,4.017857,3.631697,3.996651,3.997768,3.995535,3.997767,133954786,28.0000000000,3.822856,561
2590360,2000-01-04 00:00:00,3.866071,3.950892,3.613840,3.659597,3.660714,3.658481,3.660714,127932000,28.0000000000,3.817856,561
2590360,2000-01-05 00:00:00,3.705357,3.948661,3.678571,3.713169,3.714285,3.712052,3.714285,194580428,28.0000000000,3.787857,561
2590360,2000-01-06 00:00:00,3.790178,3.821428,3.392857,3.393972,3.392857,3.392857,3.395088,191996000,28.0000000000,3.571428,561
2590360,2000-01-07 00:00:00,3.446428,3.607142,3.410714,3.551339,3.553571,3.549107,3.553571,115183572,28.0000000000,3.506071,561
2590360,2000-01-10 00:00:00,3.642857,3.651785,3.383928,3.492187,3.491071,3.491071,3.493302,126266000,28.0000000000,3.483214,561
2590360,2000-01-11 00:00:00,3.426340,3.549107,3.232142,3.313615,3.312500,3.312500,3.314731,110373214,28.0000000000,3.402857,561
2590360,2000-01-12 00:00:00,3.392857,3.410714,3.089285,3.114955,3.113840,3.113838,3.116071,244017312,28.0000000000,3.183928,561
2590360,2000-01-13 00:00:00,3.374442,3.526785,3.303571,3.454240,3.455357,3.453124,3.455357,258171200,28.0000000000,3.407500,561
2590360,2000-01-14 00:00:00,3.571428,3.651785,3.549107,3.585937,3.587054,3.584821,3.587052,97594000,28.0000000000,3.602142,561
2590360,2000-01-18 00:00:00,3.607142,3.785714,3.587054,3.713169,3.712054,3.712052,3.714285,114794428,28.0000000000,3.682500,561
2590360,2000-01-19 00:00:00,3.772321,3.883928,3.691964,3.804687,3.805804,3.803571,3.805802,149410786,28.0000000000,3.795357,561
2590360,2000-01-20 00:00:00,4.125000,4.339285,4.053571,4.054687,4.053571,4.053571,4.055802,457783200,28.0000000000,4.212500,561
2590360,2000-01-21 00:00:00,4.080357,4.080357,3.935268,3.974330,3.975447,3.973214,3.975445,123981214,28.0000000000,4.003928,561
2590360,2000-01-24 00:00:00,3.872768,4.026785,3.754464,3.795758,3.794642,3.794642,3.796874,110247214,28.0000000000,3.894642,561
2590360,2000-01-25 00:00:00,3.750000,4.040178,3.656250,4.007812,4.008928,4.006695,4.008928,124300428,28.0000000000,3.866785,561
2590360,2000-01-26 00:00:00,3.928571,4.078125,3.919642,3.931919,3.935268,3.930802,3.933035,91789572,28.0000000000,4.002857,561
2590360,2000-01-27 00:00:00,3.886161,4.035714,3.821428,3.930803,3.928571,3.928571,3.933035,85036000,28.0000000000,3.924285,561
2590360,2000-01-28 00:00:00,3.863840,3.959821,3.593750,3.630580,3.629464,3.629464,3.631695,105840000,28.0000000000,3.746428,561
2590360,2000-01-31 00:00:00,3.607142,3.709821,3.375000,3.704240,3.705357,3.703124,3.705357,175420000,28.0000000000,3.502500,561
2590360,2000-02-01 00:00:00,3.714285,3.750000,3.571428,3.579240,3.580357,3.578124,3.580357,79508786,28.0000000000,3.650000,561
2590360,2000-02-02 00:00:00,3.598214,3.647321,3.464285,3.527901,3.529018,3.526785,3.529017,116048786,28.0000000000,3.541785,561
2590360,2000-02-03 00:00:00,3.582590,3.723214,3.580357,3.688615,3.689732,3.687500,3.689731,118798428,28.0000000000,3.652142,561
2590360,2000-02-04 00:00:00,3.712054,3.928571,3.700892,3.856026,3.857142,3.854910,3.857142,106330000,28.0000000000,3.824285,561
2590360,2000-02-07 00:00:00,3.857142,4.080357,3.783482,4.077008,4.073661,4.073660,4.080357,110266786,28.0000000000,3.970713,561
2590360,2000-02-08 00:00:00,4.071428,4.147321,3.973214,4.100446,4.102678,4.098214,4.102678,102160786,28.0000000000,4.080357,561
2590360,2000-02-09 00:00:00,4.075892,4.183035,4.015625,4.021205,4.022321,4.020088,4.022321,74841214,28.0000000000,4.082142,561
2590360,2000-02-10 00:00:00,4.031250,4.066964,3.897321,4.054687,4.053571,4.053571,4.055802,75745572,28.0000000000,3.977142,561
2590360,2000-02-11 00:00:00,4.058035,4.075892,3.866071,3.882812,3.883928,3.881695,3.883928,53062800,28.0000000000,3.955357,561
2590360,2000-02-14 00:00:00,3.904018,4.138392,3.879464,4.137276,4.136161,4.136160,4.138392,91884786,28.0000000000,4.038928,561
2590360,2000-02-15 00:00:00,4.116071,4.283482,4.113840,4.248883,4.250000,4.247767,4.250000,121436000,28.0000000000,4.195357,561
2590360,2000-02-16 00:00:00,4.205357,4.218750,4.004464,4.072544,4.075892,4.071428,4.073660,94561572,28.0000000000,4.117499,561
2590360,2000-02-17 00:00:00,4.113840,4.125000,4.040178,4.102677,4.102678,4.100445,4.104910,72374428,28.0000000000,4.087500,561
2590360,2000-02-18 00:00:00,4.093750,4.120535,3.959821,3.974330,3.973214,3.973214,3.975445,58360428,28.0000000000,4.045357,561
2590360,2000-02-22 00:00:00,3.933035,4.176340,3.810268,4.070312,4.064732,4.069195,4.071428,105574000,28.0000000000,3.993214,561
2590360,2000-02-23 00:00:00,4.044085,4.250000,3.964285,4.150669,4.151785,4.149552,4.151785,118274786,28.0000000000,4.146071,561
2590360,2000-02-24 00:00:00,4.189732,4.254464,3.991071,4.110490,4.114397,4.113838,4.107142,94108000,28.0000000000,4.105000,561
2590360,2000-02-25 00:00:00,4.100447,4.178571,3.933035,3.943080,3.941964,3.941964,3.944195,62286000,28.0000000000,4.066428,561
2590360,2000-02-28 00:00:00,3.933035,4.107142,3.870535,4.043526,4.044642,4.042410,4.044642,82082000,28.0000000000,3.978571,561
2590360,2000-02-29 00:00:00,4.055804,4.187500,4.020090,4.094865,4.093750,4.093750,4.095981,92240428,28.0000000000,4.098928,561
2590360,2000-03-01 00:00:00,4.234375,4.716518,4.232142,4.652901,4.654018,4.651785,4.654017,269250688,28.0000000000,4.468214,561
2590360,2000-03-02 00:00:00,4.535714,4.569197,4.310268,4.358258,4.357142,4.357142,4.359374,77814786,28.0000000000,4.427857,561
2590360,2000-03-03 00:00:00,4.459821,4.579800,4.285714,4.570312,4.571428,4.569195,4.571428,80841572,28.0000000000,4.457142,561
2590360,2000-03-06 00:00:00,4.500000,4.611607,4.464285,4.486606,4.488840,4.484374,4.488838,52640000,28.0000000000,4.530714,561
2590360,2000-03-07 00:00:00,4.515625,4.551340,4.325892,4.389508,4.388392,4.388392,4.390624,68252786,28.0000000000,4.398571,561
2590360,2000-03-08 00:00:00,4.388392,4.426340,4.234375,4.356026,4.357142,4.354910,4.357142,67807572,28.0000000000,4.311785,561
2590360,2000-03-09 00:00:00,4.316964,4.464285,4.223214,4.364955,4.366071,4.363838,4.366071,69179572,28.0000000000,4.345000,561
2590360,2000-03-10 00:00:00,4.345982,4.569197,4.321428,4.483258,4.491071,4.475445,4.491071,62151572,28.0000000000,4.456785,561
2590360,2000-03-13 00:00:00,4.361607,4.517857,4.267857,4.331472,4.332590,4.330357,4.332588,76190786,28.0000000000,4.371428,561
2590360,2000-03-14 00:00:00,4.329241,4.437500,4.071428,4.081472,4.080357,4.080357,4.082588,107144786,28.0000000000,4.242142,561
2590360,2000-03-15 00:00:00,4.129464,4.294642,4.075892,4.155133,4.151785,4.156250,4.154017,110902428,28.0000000000,4.212857,561
2590360,2000-03-16 00:00:00,4.189732,4.357142,4.089285,4.340401,4.341518,4.339285,4.341517,94525214,28.0000000000,4.211428,561
2590360,2000-03-17 00:00:00,4.290178,4.464285,4.272321,4.463169,4.464285,4.462052,4.464285,76260786,28.0000000000,4.396071,561
2590360,2000-03-20 00:00:00,4.410714,4.508928,4.370535,4.393972,4.392857,4.392857,4.395088,51122400,28.0000000000,4.444285,561
2590360,2000-03-21 00:00:00,4.377232,4.883928,4.343750,4.818080,4.819197,4.816964,4.819195,131082000,28.0000000000,4.660357,561
2590360,2000-03-22 00:00:00,4.742187,5.156250,4.698661,5.150669,5.149554,5.149552,5.151785,141999214,28.0000000000,4.963571,561
2590360,2000-03-23 00:00:00,5.071428,5.370535,5.000000,5.045758,5.046875,5.044642,5.046874,140641214,28.0000000000,5.183214,561
2590360,2000-03-24 00:00:00,5.087054,5.140625,4.839285,4.952008,4.953125,4.950892,4.953124,111728428,28.0000000000,4.989285,561
2590360,2000-03-27 00:00:00,4.915178,5.169642,4.888392,4.970982,4.984375,4.968750,4.973214,69795572,28.0000000000,5.041071,561
2590360,2000-03-28 00:00:00,4.901785,5.071428,4.897321,4.969865,4.968750,4.968750,4.970981,50741600,28.0000000000,4.998214,561
2590360,2000-03-29 00:00:00,4.977678,4.979911,4.779575,4.849330,4.854911,4.848214,4.850445,59973214,28.0000000000,4.863571,561
2590360,2000-03-30 00:00:00,4.770090,4.917411,4.479911,4.492187,4.491071,4.491071,4.493302,103600000,28.0000000000,4.624285,561
2590360,2000-03-31 00:00:00,4.551340,4.901785,4.500000,4.849330,4.850447,4.848214,4.850445,101138786,28.0000000000,4.707500,561
2590360,2000-04-03 00:00:00,4.839285,4.982142,4.622768,4.762276,4.761161,4.761160,4.763392,82140786,28.0000000000,4.785000,561
2590360,2000-04-04 00:00:00,4.736607,4.750000,4.169642,4.550222,4.546875,4.546874,4.553571,165085214,28.0000000000,4.485714,561
2590360,2000-04-05 00:00:00,4.516741,4.745535,4.428571,4.657365,4.656250,4.656250,4.658481,114416428,28.0000000000,4.594642,561
2590360,2000-04-06 00:00:00,4.665178,4.803571,4.401785,4.467633,4.470982,4.464285,4.470981,64906786,28.0000000000,4.593214,561
2590360,2000-04-07 00:00:00,4.544642,4.709821,4.482142,4.702008,4.705357,4.698660,4.705357,60611572,28.0000000000,4.594642,561
2590360,2000-04-10 00:00:00,4.703125,4.741071,4.455357,4.465401,4.464285,4.464285,4.466517,53065600,28.0000000000,4.591786,561
2590360,2000-04-11 00:00:00,4.410714,4.459821,4.216518,4.265624,4.265625,4.265624,4.265624,135455572,28.0000000000,4.316785,561
2590360,2000-04-12 00:00:00,4.250000,4.250000,3.745535,3.898437,3.901785,3.897321,3.899552,235382112,28.0000000000,3.992857,561
2590360,2000-04-13 00:00:00,3.982142,4.285714,3.875000,4.063615,4.064732,4.062500,4.064731,132456786,28.0000000000,4.138571,561
2590360,2000-04-14 00:00:00,3.904018,4.214285,3.892857,3.996651,3.995535,3.995535,3.997767,166905214,28.0000000000,4.070714,561
2590360,2000-04-17 00:00:00,3.910714,4.426340,3.895090,4.422990,4.424107,4.421874,4.424107,102390428,28.0000000000,4.162142,561
2590360,2000-04-18 00:00:00,4.410714,4.531250,4.263392,4.532365,4.531250,4.529017,4.535714,97739572,28.0000000000,4.412142,561
2590360,2000-04-19 00:00:00,4.506697,4.651785,4.276785,4.324776,4.325892,4.323660,4.325892,130037572,28.0000000000,4.459642,561
2590360,2000-04-20 00:00:00,4.417411,4.455357,4.180804,4.244419,4.245535,4.241071,4.247767,180530000,28.0000000000,4.295357,561
2590360,2000-04-24 00:00:00,4.107142,4.303571,4.098214,,4.303571,,,110905214,28.0000000000,4.173214,561
2590360,2000-04-25 00:00:00,4.361607,4.598214,4.359375,,4.582590,,,97910428,28.0000000000,4.446071,561
2590360,2000-04-26 00:00:00,4.522321,4.571428,4.285714,,4.332590,,,91728000,28.0000000000,4.429285,561
2590360,2000-04-27 00:00:00,4.185268,4.535714,4.163504,,4.526785,,,81650786,28.0000000000,4.373214,561
2590360,2000-04-28 00:00:00,4.540178,4.553571,4.332590,,4.430804,,,62395214,28.0000000000,4.431428,561
2590360,2000-05-01 00:00:00,4.459821,4.468750,4.352678,,4.439732,,,56548800,28.0000000000,4.421428,561
2590360,2000-05-02 00:00:00,4.401785,4.508928,4.196428,,4.209821,,,59108000,28.0000000000,4.389285,561
2590360,2000-05-03 00:00:00,4.247768,4.330357,3.986607,,4.109375,,,122449572,28.0000000000,4.150000,561
2590360,2000-05-04 00:00:00,4.111607,4.116071,3.948661,,3.953125,,,99878786,28.0000000000,4.019285,561
2590360,2000-05-05 00:00:00,3.957590,4.098214,3.954241,,4.040178,,,71016428,28.0000000000,4.053571,561
2590360,2000-05-08 00:00:00,4.003348,4.060268,3.928571,,3.933035,,,46225200,28.0000000000,3.964642,561
2590360,2000-05-09 00:00:00,3.939732,3.973214,3.745535,,3.765625,,,81785214,28.0000000000,3.812143,561
2590360,2000-05-10 00:00:00,3.716518,3.750000,3.526785,,3.546875,,,133772786,28.0000000000,3.622142,561
2590360,2000-05-11 00:00:00,3.620535,3.723214,3.535714,,3.671875,,,124936000,28.0000000000,3.627500,561
2590360,2000-05-12 00:00:00,3.785714,3.946428,3.741630,,3.843750,,,76728428,28.0000000000,3.862499,561
2590360,2000-05-15 00:00:00,3.859375,3.859375,3.575892,,3.607142,,,169733214,28.0000000000,3.652857,561
2590360,2000-05-16 00:00:00,3.732701,3.895090,3.669642,,3.774554,,,110112786,28.0000000000,3.791071,561
2590360,2000-05-17 00:00:00,3.700892,3.703125,3.584821,,3.620535,,,99523214,28.0000000000,3.632500,561
2590360,2000-05-18 00:00:00,3.678571,3.747768,3.593750,,3.598214,,,93444428,28.0000000000,3.671071,561
2590360,2000-05-19 00:00:00,3.544642,3.544642,3.334821,,3.357142,,,185166786,28.0000000000,3.419999,561
2590360,2000-05-22 00:00:00,3.348214,3.348214,3.071428,,3.212054,,,188904786,28.0000000000,3.148928,561
2590360,2000-05-23 00:00:00,3.232142,3.334821,3.058035,,3.064732,,,129396428,28.0000000000,3.231071,561
2590360,2000-05-24 00:00:00,3.078125,3.205357,2.964285,,3.131697,,,169615572,28.0000000000,3.072142,561
2590360,2000-05-25 00:00:00,3.160714,3.309151,3.071428,,3.116630,,,101687572,28.0000000000,3.227500,561
2590360,2000-05-26 00:00:00,3.142857,3.209821,3.044642,,3.084821,,,45236800,28.0000000000,3.096786,561
2590360,2000-05-30 00:00:00,3.129464,3.147321,2.919642,,3.127232,,,178264786,28.0000000000,3.020714,561
2590360,2000-05-31 00:00:00,3.102678,3.258928,2.993304,,3.000000,,,108374000,28.0000000000,3.157142,561
2590360,2000-06-01 00:00:00,2.919642,3.198661,2.870535,,3.183035,,,225960000,28.0000000000,3.038571,561
2590360,2000-06-02 00:00:00,3.348214,3.562500,3.178571,,3.305804,,,198212000,28.0000000000,3.346071,561
2590360,2000-06-05 00:00:00,3.332590,3.401785,3.203125,,3.261161,,,80917214,28.0000000000,3.309642,561
2590360,2000-06-06 00:00:00,3.284598,3.455357,3.225447,,3.316964,,,131370428,28.0000000000,3.351071,561
2590360,2000-06-07 00:00:00,3.343750,3.464285,3.272321,,3.448661,,,84254786,28.0000000000,3.372499,561
2590360,2000-06-08 00:00:00,3.486607,3.517857,3.325892,,3.386161,,,59631572,28.0000000000,3.422500,561
2590360,2000-06-09 00:00:00,3.455357,3.497768,3.370535,,3.419642,,,63089572,28.0000000000,3.445714,561
2590360,2000-06-12 00:00:00,3.441964,3.444197,3.245535,,3.256697,,,72584428,28.0000000000,3.311428,561
2590360,2000-06-13 00:00:00,3.256697,3.381697,3.149554,,3.375000,,,87864000,28.0000000000,3.243214,561
2590360,2000-06-14 00:00:00,3.381697,3.437500,3.218750,,3.229911,,,69361572,28.0000000000,3.302500,561
2590360,2000-06-15 00:00:00,3.258928,3.334821,3.178571,,3.299107,,,62143214,28.0000000000,3.258928,561
2590360,2000-06-16 00:00:00,3.339285,3.348214,3.180804,,3.256697,,,75891214,28.0000000000,3.258928,561
2590360,2000-06-19 00:00:00,3.234375,3.495535,3.207590,,3.450892,,,98501214,28.0000000000,3.358571,561
2590360,2000-06-20 00:00:00,3.517857,3.712054,3.513392,,3.616071,,,125347572,28.0000000000,3.628214,561
2590360,2000-06-21 00:00:00,3.607142,4.066964,3.593750,,3.973214,,,122504214,14.0000000000,3.818572,561
2590360,2000-06-22 00:00:00,3.982142,4.116071,3.825892,,3.839285,,,116928000,14.0000000000,3.975714,561
2590360,2000-06-23 00:00:00,3.841518,3.901785,3.629464,,3.691964,,,51241400,14.0000000000,3.787857,561
2590360,2000-06-26 00:00:00,3.750000,3.910714,3.723214,,3.866071,,,46338600,14.0000000000,3.822142,561
2590360,2000-06-27 00:00:00,3.841518,3.964285,3.687500,,3.696428,,,50867600,14.0000000000,3.800000,561
2590360,2000-06-28 00:00:00,3.808035,3.955357,3.678571,,3.888392,,,71607214,14.0000000000,3.841428,561
2590360,2000-06-29 00:00:00,3.790178,3.852678,3.647321,,3.660714,,,50915200,14.0000000000,3.734285,561
2590360,2000-06-30 00:00:00,3.772321,3.924107,3.691964,,3.741071,,,80774428,14.0000000000,3.780000,561
2590360,2000-07-03 00:00:00,3.723214,3.879464,3.723214,,3.808035,,,17693200,14.0000000000,3.820000,561
2590360,2000-07-05 00:00:00,3.803571,3.941964,3.625000,,3.687500,,,66304000,14.0000000000,3.775000,561
2590360,2000-07-06 00:00:00,3.750000,3.781250,3.544642,,3.700892,,,77386428,14.0000000000,3.627142,561
2590360,2000-07-07 00:00:00,3.756697,3.915178,3.723214,,3.888392,,,65900786,14.0000000000,3.847142,561
2590360,2000-07-10 00:00:00,3.863840,4.160714,3.839285,,4.080357,,,99449000,14.0000000000,4.057857,561
2590360,2000-07-11 00:00:00,4.071428,4.232142,3.959821,,4.066964,,,89474000,14.0000000000,4.140000,561
2590360,2000-07-12 00:00:00,4.151785,4.209821,4.026785,,4.205357,,,56358400,14.0000000000,4.120714,561
2590360,2000-07-13 00:00:00,4.178571,4.330357,3.910714,,4.035714,,,111414786,14.0000000000,4.184285,561
2590360,2000-07-14 00:00:00,4.080357,4.214285,4.062500,,4.120535,,,47569200,14.0000000000,4.125000,561
2590360,2000-07-17 00:00:00,4.160714,4.200892,4.080357,,4.165178,,,65000572,14.0000000000,4.141428,561
2590360,2000-07-18 00:00:00,4.178571,4.205357,4.062500,,4.089285,,,79601214,14.0000000000,4.118571,561
2590360,2000-07-19 00:00:00,3.941964,4.058035,3.696428,,3.763392,,,114468214,14.0000000000,3.831428,561
2590360,2000-07-20 00:00:00,3.928571,4.075892,3.866071,,3.937500,,,116393214,14.0000000000,3.962857,561
2590360,2000-07-21 00:00:00,3.882812,3.973214,3.781250,,3.825892,,,49058800,14.0000000000,3.859999,561
2590360,2000-07-24 00:00:00,3.754464,3.776785,3.392857,,3.477678,,,103042786,14.0000000000,3.578572,561
2590360,2000-07-25 00:00:00,3.593750,3.616071,3.504464,,3.575892,,,52901800,14.0000000000,3.569285,561
2590360,2000-07-26 00:00:00,3.560268,3.660714,3.517857,,3.575892,,,52617600,14.0000000000,3.600714,561
2590360,2000-07-27 00:00:00,3.571428,3.803571,3.562500,,3.714285,,,73746428,14.0000000000,3.662857,561
2590360,2000-07-28 00:00:00,3.734375,3.750000,3.348214,,3.450892,,,59488786,14.0000000000,3.517857,561
2590360,2000-07-31 00:00:00,3.511161,3.687500,3.482142,,3.629464,,,38824800,14.0000000000,3.599285,561
2590360,2000-08-01 00:00:00,3.593750,3.654018,3.517857,,3.522321,,,34321000,14.0000000000,3.575000,561
2590360,2000-08-02 00:00:00,3.500000,3.566964,3.370535,,3.375000,,,40588800,14.0000000000,3.481429,561
2590360,2000-08-03 00:00:00,3.254464,3.433035,3.160714,,3.428571,,,84974428,14.0000000000,3.276428,561
2590360,2000-08-04 00:00:00,3.533482,3.660714,3.308035,,3.383928,,,65780428,14.0000000000,3.480000,561
2590360,2000-08-07 00:00:00,3.419642,3.504464,3.370535,,3.424107,,,46837000,14.0000000000,3.436428,561
2590360,2000-08-08 00:00:00,3.424107,3.428571,3.308035,,3.339285,,,44168600,14.0000000000,3.363571,561
2590360,2000-08-09 00:00:00,3.437500,3.459821,3.375000,,3.392857,,,94910214,14.0000000000,3.422142,561
2590360,2000-08-10 00:00:00,3.428571,3.459821,3.383928,,3.397321,,,62928572,14.0000000000,3.425000,561
2590360,2000-08-11 00:00:00,3.345982,3.428571,3.254464,,3.406250,,,59514000,14.0000000000,3.327142,561
2590360,2000-08-14 00:00:00,3.399554,3.406250,3.308035,,3.361607,,,39165000,14.0000000000,3.349999,561
2590360,2000-08-15 00:00:00,3.375000,3.424107,3.321428,,3.334821,,,28550200,14.0000000000,3.367856,561
2590360,2000-08-16 00:00:00,3.348214,3.500000,3.343750,,3.464285,,,35918400,14.0000000000,3.450714,561
2590360,2000-08-17 00:00:00,3.455357,3.745535,3.450892,,3.674107,,,67725000,14.0000000000,3.619285,561
2590360,2000-08-18 00:00:00,3.669642,3.700892,3.562500,,3.571428,,,47544000,14.0000000000,3.623571,561
2590360,2000-08-21 00:00:00,3.589285,3.683035,3.544642,3.604910,3.607142,3.602678,3.607142,33616800,14.0000000000,3.622857,561
2590360,2000-08-22 00:00:00,3.616071,3.772321,3.598214,3.694196,3.691964,3.691964,3.696428,69200572,14.0000000000,3.688571,561
2590360,2000-08-23 00:00:00,3.676340,3.910714,3.647321,3.881696,3.879464,3.879464,3.883928,59215786,14.0000000000,3.787857,561
2590360,2000-08-24 00:00:00,3.905134,4.044642,3.812500,4.008928,4.007812,4.004464,4.013392,77691572,14.0000000000,3.907857,561
2590360,2000-08-25 00:00:00,4.035714,4.107142,4.026785,4.055803,4.058035,4.053571,4.058035,83615000,14.0000000000,4.065000,561
2590360,2000-08-28 00:00:00,4.089285,4.214285,4.075892,4.149553,4.147321,4.147321,4.151785,89751214,14.0000000000,4.155000,561
2590360,2000-08-29 00:00:00,4.133928,4.245535,4.120535,4.225446,4.227678,4.223214,4.227678,66757572,14.0000000000,4.198571,561
2590360,2000-08-30 00:00:00,4.214285,4.285714,4.193080,4.247767,4.250000,4.245535,4.250000,71348214,14.0000000000,4.231429,561
2590360,2000-08-31 00:00:00,4.212054,4.392857,4.209821,4.354910,4.352678,4.352678,4.357142,104899214,14.0000000000,4.309285,561
2590360,2000-09-01 00:00:00,4.379464,4.544642,4.366071,4.533482,4.531250,4.531250,4.535714,64218000,14.0000000000,4.467857,561
2590360,2000-09-05 00:00:00,4.475447,4.580357,4.446428,4.462053,4.459821,4.459821,4.464285,74660572,14.0000000000,4.524285,561
2590360,2000-09-06 00:00:00,4.383928,4.455357,4.125000,4.174107,4.174107,4.174107,4.174107,88851000,14.0000000000,4.282857,561
2590360,2000-09-07 00:00:00,4.223214,4.468750,4.160714,4.435267,4.428571,4.433035,4.437500,54366200,14.0000000000,4.375000,561
2590360,2000-09-08 00:00:00,4.401785,4.401785,4.178571,4.203125,4.205357,4.200892,4.205357,48879600,14.0000000000,4.265000,561
2590360,2000-09-11 00:00:00,4.191964,4.312500,4.151785,4.176339,4.174107,4.174107,4.178571,46845400,14.0000000000,4.216428,561
2590360,2000-09-12 00:00:00,4.095982,4.290178,4.071428,4.122767,4.125000,4.120535,4.125000,46999400,14.0000000000,4.180714,561
2590360,2000-09-13 00:00:00,4.053571,4.250000,4.053571,4.140625,4.142857,4.138392,4.142857,76496000,14.0000000000,4.124286,561
2590360,2000-09-14 00:00:00,4.183035,4.258928,4.058035,4.060267,4.061384,4.058035,4.062500,106638000,14.0000000000,4.180000,561
2590360,2000-09-15 00:00:00,4.125000,4.156250,3.875000,3.944196,3.945312,3.941964,3.946428,98628572,14.0000000000,4.025714,561
2590360,2000-09-18 00:00:00,3.946428,4.339285,3.933035,4.332589,4.332590,4.330357,4.334821,106134000,14.0000000000,4.102857,561
2590360,2000-09-19 00:00:00,4.267857,4.321428,4.183035,4.279017,4.281250,4.276785,4.281250,68019000,14.0000000000,4.263571,561
2590360,2000-09-20 00:00:00,4.243304,4.388392,4.183035,4.359375,4.360491,4.357142,4.361607,56847000,14.0000000000,4.276428,561
2590360,2000-09-21 00:00:00,4.178571,4.258928,3.946428,4.044642,4.049107,4.040178,4.049107,127622572,14.0000000000,4.051428,561
2590360,2000-09-22 00:00:00,3.593750,3.745535,3.571428,3.725446,3.727678,3.723214,3.727678,181675214,14.0000000000,3.684285,561
2590360,2000-09-25 00:00:00,3.767857,3.964285,3.767857,3.821428,3.821428,3.821428,3.821428,108887786,14.0000000000,3.845000,561
2590360,2000-09-26 00:00:00,3.808035,3.910714,3.669642,3.671875,3.674107,3.669642,3.674107,72734214,14.0000000000,3.777857,561
2590360,2000-09-27 00:00:00,3.696428,3.767857,3.767857,3.493303,3.495535,3.491071,3.495535,100564786,14.0000000000,3.596429,561
2590360,2000-09-28 00:00:00,3.522321,3.843750,3.437500,3.814732,3.821428,3.812500,3.816964,245116256,14.0000000000,2.640000,561
2590360,2000-09-29 00:00:00,2.013392,2.071428,1.812500,1.837053,1.839285,1.834821,1.839285,1855958944,14.0000000000,1.897142,561
2590360,2000-10-02 00:00:00,1.892857,1.910714,1.678571,1.736607,1.732142,1.736607,1.736607,606197312,14.0000000000,1.806427,561
2590360,2000-10-03 00:00:00,1.781250,1.785714,1.584821,1.591517,1.593750,1.589285,1.593750,509530112,14.0000000000,1.654285,561
2590360,2000-10-04 00:00:00,1.598214,1.696428,1.562500,1.685267,1.687500,1.683035,1.687500,366606688,14.0000000000,1.635000,561
2590360,2000-10-05 00:00:00,1.678571,1.750000,1.571428,1.578125,1.575892,1.575892,1.580357,218250214,14.0000000000,1.622857,561
2590360,2000-10-06 00:00:00,1.620535,1.638392,1.500000,1.582589,1.584821,1.580357,1.584821,153157214,14.0000000000,1.594286,561
2590360,2000-10-09 00:00:00,1.616071,1.633928,1.508928,1.551339,1.553571,1.549107,1.553571,149391214,14.0000000000,1.564285,561
2590360,2000-10-10 00:00:00,1.544642,1.602678,1.464285,1.497767,1.491071,1.495535,1.500000,172774000,14.0000000000,1.519285,561
2590360,2000-10-11 00:00:00,1.437500,1.500000,1.366071,1.401785,1.401785,1.401785,1.401785,299632256,14.0000000000,1.422857,561
2590360,2000-10-12 00:00:00,1.450892,1.486607,1.392857,1.426339,1.428571,1.424107,1.428571,297767456,14.0000000000,1.432142,561
2590360,2000-10-13 00:00:00,1.446428,1.580357,1.428571,1.573660,1.575892,1.571428,1.575892,311942400,14.0000000000,1.515000,561
2590360,2000-10-16 00:00:00,1.593750,1.660714,1.526785,1.537946,1.535714,1.535714,1.540178,205044000,14.0000000000,1.591428,561
2590360,2000-10-17 00:00:00,1.549107,1.566964,1.406250,1.435267,1.437500,1.433035,1.437500,150430000,14.0000000000,1.455714,561
2590360,2000-10-18 00:00:00,1.388392,1.504464,1.339285,1.435267,1.437500,1.433035,1.437500,208538428,14.0000000000,1.425000,561
2590360,2000-10-19 00:00:00,1.368304,1.415178,1.308035,1.350446,1.352678,1.348214,1.352678,376612544,14.0000000000,1.354286,561
2590360,2000-10-20 00:00:00,1.361607,1.455357,1.352678,1.390625,1.392857,1.388392,1.392857,197815786,14.0000000000,1.405000,561
2590360,2000-10-23 00:00:00,1.428571,1.468750,1.388392,1.448660,1.455357,1.446428,1.450892,137823000,14.0000000000,1.441427,561
2590360,2000-10-24 00:00:00,1.477678,1.491071,1.343750,1.350446,1.348214,1.348214,1.352678,201112786,14.0000000000,1.382143,561
2590360,2000-10-25 00:00:00,1.361607,1.370535,1.316964,1.323660,1.321428,1.321428,1.325892,165992428,14.0000000000,1.347142,561
2590360,2000-10-26 00:00:00,1.343750,1.348214,1.250000,1.323660,1.321428,1.321428,1.325892,180464214,14.0000000000,1.298570,561
2590360,2000-10-27 00:00:00,1.348214,1.370535,1.276785,1.323660,1.325892,1.321428,1.325892,186125786,14.0000000000,1.307857,561
2590360,2000-10-30 00:00:00,1.366071,1.424107,1.339285,1.377232,1.379464,1.375000,1.379464,159797428,14.0000000000,1.378571,561
2590360,2000-10-31 00:00:00,1.410714,1.446428,1.375000,1.395089,1.397321,1.392857,1.397321,221470214,14.0000000000,1.408571,561
2590360,2000-11-01 00:00:00,1.388392,1.491071,1.388392,1.462053,1.464285,1.459821,1.464285,143841572,14.0000000000,1.453572,561
2590360,2000-11-02 00:00:00,1.508928,1.602678,1.504464,1.593750,1.593750,1.593750,1.593750,147673428,14.0000000000,1.558572,561
